fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
7.57,0.662,0.17,6.03,0.0664,2.6,15.3,0.9953,3.38,0.86,11.37,6
8.69,0.543,0.2,3.4,0.1582,36.9,134.4,0.9964,3.3,0.42,9.66,5
6.72,1.201,0.0,1.07,0.0429,3.9,12.9,0.9942,3.37,0.41,9.5,4
10.49,0.962,0.21,1.09,0.1396,30.0,90.8,0.9971,2.89,1.08,9.18,5
7.22,0.459,0.26,2.25,0.0539,3.0,29.5,0.9959,3.31,0.98,8.4,6
10.22,0.472,0.39,1.53,0.015,22.8,95.3,0.9961,3.43,0.67,10.43,6
7.9,0.819,0.25,0.95,0.104,4.0,25.3,0.9929,3.33,0.64,12.14,4
8.64,0.86,0.03,2.07,0.0793,2.5,8.0,0.9948,3.26,0.53,10.96,5
7.46,0.292,0.45,1.64,0.0451,17.3,45.5,0.9945,3.35,0.71,10.16,5
6.57,0.186,0.33,1.06,0.0172,5.9,43.7,0.9934,3.44,0.56,10.36,6
5.33,0.544,0.25,3.33,0.0942,17.0,69.6,0.994,3.54,0.33,9.75,4
6.51,0.669,0.25,4.6,0.1285,11.7,28.4,0.9945,3.37,0.42,10.72,5
7.75,0.574,0.2,3.02,0.1079,3.4,17.3,0.9958,3.39,0.68,9.44,6
8.66,0.752,0.29,3.49,0.0918,34.3,114.8,0.9951,3.49,0.45,11.29,5
10.02,0.286,0.38,1.27,0.1037,9.2,37.3,0.9951,3.34,0.67,11.34,6
7.54,0.176,0.0,1.36,0.0884,17.9,54.0,0.9938,3.63,0.46,10.89,5
6.8,0.716,0.15,1.25,0.0323,10.3,49.6,0.9935,3.31,0.51,10.61,5
5.85,0.429,0.2,3.07,0.0327,13.1,32.8,0.9939,3.63,0.79,10.19,5
9.12,0.147,0.34,5.33,0.0764,6.3,28.7,0.9962,3.17,0.72,11.3,6
10.65,0.515,0.5,2.79,0.0781,4.7,20.3,0.9963,3.23,0.68,11.22,6
10.45,0.625,0.15,4.1,0.1185,11.4,54.3,0.9974,3.29,0.83,10.27,6
9.51,0.549,0.16,2.43,0.1198,9.0,33.7,0.9966,3.19,0.72,9.6,5
9.39,0.412,0.2,1.64,0.1087,7.9,27.1,0.9953,3.27,0.93,10.73,6
11.19,0.543,0.11,1.73,0.0783,15.4,51.9,0.9958,3.27,0.56,11.72,5
8.86,0.507,0.19,1.02,0.0343,16.1,41.6,0.9962,3.2,0.57,8.94,5
9.4,0.181,0.47,0.95,0.096,2.6,22.0,0.996,3.46,0.5,9.61,7
7.75,0.529,0.02,2.68,0.1155,7.0,11.8,0.9953,3.17,0.53,9.89,4
5.98,0.659,0.33,1.77,0.015,8.4,41.0,0.9934,3.66,0.8,10.23,5
7.14,0.625,0.0,2.11,0.0561,3.2,28.0,0.9943,3.49,0.86,10.35,5
8.28,0.679,0.11,2.12,0.0669,5.2,17.4,0.9954,3.3,0.76,9.97,4
8.4,0.401,0.19,1.39,0.0942,2.6,22.0,0.9952,3.26,0.33,9.95,5
11.57,0.459,0.59,1.87,0.0524,68.0,280.0,0.9959,3.09,0.86,12.11,6
8.44,0.2,0.2,1.85,0.088,18.0,41.0,0.9965,3.29,0.33,8.57,5
10.3,0.44,0.0,1.64,0.0711,3.1,19.5,0.9964,3.2,0.87,10.25,7
7.56,0.733,0.0,3.48,0.0781,2.2,8.0,0.995,3.5,0.62,10.52,6
7.77,0.319,0.26,1.8,0.0608,17.2,64.0,0.996,3.57,0.76,8.53,5
6.04,0.47,0.36,2.29,0.0639,8.9,44.8,0.9938,3.45,0.41,10.0,5
7.04,0.626,0.32,4.29,0.0463,20.5,41.5,0.9939,3.27,0.84,11.84,5
9.2,0.703,0.32,3.92,0.0997,32.8,114.9,0.9962,3.2,0.43,10.65,6
8.31,0.494,0.46,4.22,0.1123,13.0,44.4,0.9959,3.29,0.53,10.41,5
9.9,0.372,0.19,1.37,0.0537,4.5,19.5,0.9967,3.11,0.51,9.36,6
8.61,0.235,0.41,0.95,0.1503,20.3,68.6,0.9955,3.15,0.34,9.56,5
7.7,0.508,0.0,1.35,0.0719,39.4,88.2,0.9944,3.59,0.7,10.25,6
11.95,0.917,0.09,1.39,0.1507,12.4,34.2,0.9977,3.16,0.95,9.86,5
8.14,0.617,0.0,4.5,0.0638,15.7,40.8,0.995,3.22,1.09,11.46,5
10.28,0.406,0.28,2.47,0.015,6.9,44.8,0.9956,3.31,0.74,11.63,7
7.62,0.545,0.28,1.03,0.1006,7.8,30.4,0.9948,3.2,0.87,9.51,6
9.51,0.568,0.27,1.12,0.0994,17.9,85.6,0.9955,3.12,0.68,10.42,5
9.88,0.272,0.34,1.15,0.0809,33.5,143.7,0.9948,3.13,0.8,11.57,7
8.65,0.63,0.12,2.39,0.0588,13.9,52.2,0.9943,3.49,0.62,11.77,6
4.6,0.448,0.3,2.89,0.0781,20.7,83.5,0.991,3.46,0.75,12.66,7
8.33,0.493,0.02,3.85,0.064,4.3,26.0,0.9964,3.02,0.77,9.61,6
10.39,0.404,0.5,5.14,0.0774,4.9,23.6,0.9985,3.35,0.54,9.36,5
9.2,0.872,0.16,1.24,0.1282,11.1,34.8,0.9969,3.23,0.59,8.47,4
9.06,0.683,0.16,1.46,0.0969,4.3,23.0,0.9957,3.05,0.63,9.94,5
5.37,0.396,0.58,1.31,0.1089,14.1,53.8,0.9921,3.42,0.82,11.09,6
7.08,0.66,0.07,1.57,0.0752,6.1,27.6,0.993,3.43,0.5,11.61,6
9.0,0.485,0.05,4.59,0.0758,20.8,74.2,0.9968,3.32,0.63,10.1,5
9.0,0.437,0.05,2.18,0.0434,21.8,66.1,0.996,3.49,0.97,9.86,5
10.36,0.361,0.28,2.91,0.0697,9.5,50.7,0.9965,3.1,0.88,10.78,6
8.05,0.12,0.45,1.91,0.015,4.4,18.7,0.9945,3.33,0.99,10.69,8
8.99,0.57,0.42,0.94,0.0609,14.5,60.5,0.9932,3.19,0.68,12.71,6
8.33,0.259,0.71,1.0,0.0862,61.2,170.9,0.9961,3.12,0.69,8.57,5
6.62,0.361,0.0,2.06,0.112,13.7,41.3,0.9939,3.5,0.81,10.36,5
4.6,0.297,0.32,2.8,0.0838,2.4,12.0,0.9916,3.55,0.87,11.75,4
9.03,0.395,0.23,1.26,0.0934,2.2,16.1,0.9947,3.31,0.39,11.08,7
8.6,0.544,0.14,2.82,0.015,6.6,23.5,0.9959,3.35,0.42,9.98,5
7.25,0.434,0.18,3.4,0.0822,4.6,36.3,0.9949,3.28,0.9,10.27,6
5.55,0.393,0.09,1.7,0.0223,22.1,97.6,0.9933,3.33,0.59,9.99,5
9.37,0.291,0.59,2.96,0.0362,24.4,105.8,0.9948,3.26,0.57,12.0,6
7.85,0.569,0.44,1.68,0.077,5.6,27.0,0.9961,3.47,0.47,8.41,6
9.25,0.396,0.29,2.6,0.1356,6.7,13.7,0.9945,3.46,0.59,12.16,6
11.47,0.624,0.49,3.07,0.1043,5.2,31.0,0.999,3.25,0.4,8.75,5
4.66,0.5,0.0,8.13,0.0952,30.7,113.6,0.9956,3.5,0.96,9.46,4
7.11,0.601,0.01,1.54,0.0887,10.4,44.3,0.9945,3.4,0.64,9.75,5
7.94,0.632,0.0,1.69,0.051,14.8,46.7,0.9936,3.33,0.71,11.66,7
10.77,0.51,0.2,1.17,0.0577,8.4,46.6,0.9971,3.06,0.82,9.48,7
5.52,0.42,0.32,1.24,0.1016,14.0,61.8,0.9922,3.45,0.84,11.09,6
11.59,0.534,0.31,2.67,0.0291,7.9,34.1,0.9958,2.99,0.84,12.65,6
8.53,0.449,0.32,4.63,0.1082,7.0,24.6,0.9971,3.28,0.86,9.26,6
8.14,0.571,0.0,1.65,0.074,14.1,55.0,0.9948,3.51,0.53,10.36,5
7.96,0.355,0.47,1.2,0.1125,12.7,66.3,0.9944,3.43,0.67,10.41,7
7.56,0.542,0.29,1.4,0.1279,6.2,28.2,0.9941,3.24,0.77,10.6,5
10.08,0.606,0.38,1.81,0.0226,3.9,13.5,0.9963,3.21,0.55,10.19,5
6.48,0.321,0.0,1.42,0.0612,7.5,28.6,0.9938,3.3,0.68,9.98,6
8.89,0.397,0.31,1.3,0.0553,8.4,35.6,0.9949,3.27,0.71,10.66,5
7.65,0.334,0.04,2.9,0.017,13.9,54.6,0.9936,3.47,0.77,11.98,5
7.0,0.218,0.22,0.91,0.0432,31.5,83.8,0.9936,3.45,0.38,10.43,6
12.7,0.363,0.35,2.06,0.1872,2.4,11.9,0.9977,3.39,0.76,10.89,5
9.01,0.517,0.31,3.27,0.1089,5.4,35.8,0.9969,3.42,0.64,9.33,6
9.34,0.418,0.1,1.36,0.1662,4.6,17.9,0.9964,3.28,0.76,9.22,5
10.23,0.657,0.25,2.29,0.1227,10.4,43.9,0.9963,3.29,0.77,10.65,5
5.88,0.576,0.0,2.56,0.0598,8.7,55.3,0.9925,3.41,0.91,11.66,5
11.28,0.235,0.46,2.5,0.0742,17.7,71.7,0.9972,3.03,0.87,10.53,5
4.6,0.601,0.25,1.79,0.108,5.3,30.7,0.9924,3.65,0.91,10.31,6
6.99,0.708,0.45,1.54,0.107,12.8,52.6,0.9941,3.5,0.89,10.17,5
7.52,0.321,0.2,3.61,0.0614,27.8,73.1,0.9959,3.32,0.73,9.37,6
9.29,0.561,0.2,3.03,0.0241,31.0,130.9,0.9954,3.29,0.69,11.23,6
8.67,0.344,0.15,1.48,0.216,40.3,137.7,0.9942,3.44,0.83,11.51,6
8.02,0.427,0.49,1.06,0.0739,19.8,96.8,0.9942,3.43,0.84,10.62,7
8.28,0.275,0.16,1.01,0.0715,30.4,94.5,0.9948,3.14,0.63,10.15,6
6.64,0.265,0.37,1.05,0.094,5.2,33.5,0.9934,3.42,0.71,10.44,5
5.75,0.585,0.14,2.21,0.0848,4.6,8.0,0.9942,3.42,0.59,9.29,4
9.54,0.549,0.0,0.98,0.0944,2.1,18.2,0.9957,3.38,0.49,10.11,5
9.48,0.422,0.19,1.52,0.136,16.7,67.8,0.9938,3.37,0.9,12.72,6
10.99,0.369,0.04,3.0,0.0845,35.3,137.6,0.9977,3.33,0.65,9.93,5
6.96,0.422,0.3,1.42,0.038,4.5,8.0,0.9939,3.24,1.03,10.27,6
9.48,0.536,0.08,3.06,0.078,14.2,54.0,0.9966,3.16,0.4,9.98,6
7.82,0.562,0.42,2.95,0.0709,18.5,69.8,0.9946,3.47,0.55,10.92,5
10.32,0.521,0.27,1.32,0.1415,33.5,97.3,0.9961,3.14,0.69,10.44,6
10.04,0.456,0.22,2.86,0.1363,14.5,79.9,0.9972,3.04,0.83,9.53,5
8.66,0.769,0.37,2.97,0.0938,44.2,166.8,0.9948,3.36,0.71,11.5,5
7.72,0.29,0.46,1.66,0.0334,7.1,27.1,0.9931,3.27,0.73,12.04,6
9.93,0.573,0.29,1.25,0.0355,7.2,22.4,0.9961,3.44,0.49,10.02,6
9.4,0.691,0.15,2.0,0.0851,11.4,56.4,0.9971,3.29,0.48,8.76,6
7.14,0.652,0.0,4.72,0.103,7.8,43.4,0.9946,3.39,0.69,11.18,5
6.04,0.536,0.13,2.43,0.0745,2.0,12.4,0.9943,3.38,0.41,9.49,5
7.81,0.4,0.18,1.18,0.0653,17.8,67.3,0.9935,3.53,0.59,11.42,6
10.88,0.666,0.31,2.62,0.0608,18.7,75.7,0.9984,3.22,0.77,8.65,6
10.25,0.248,0.23,1.74,0.0836,18.5,70.2,0.9954,3.16,0.51,11.52,6
6.41,0.405,0.37,2.24,0.015,7.1,23.4,0.9949,3.31,0.91,8.96,5
6.31,0.422,0.18,2.89,0.0404,10.9,36.0,0.9932,3.4,0.89,11.36,6
10.47,0.78,0.24,1.99,0.0644,7.4,12.1,0.9967,3.08,0.37,10.19,5
6.37,0.635,0.46,3.42,0.1378,2.2,19.0,0.9952,3.53,0.48,9.22,5
9.17,0.245,0.39,2.82,0.0469,11.9,45.6,0.9957,3.05,0.33,10.67,7
7.25,0.517,0.24,2.33,0.0967,3.6,21.1,0.994,3.35,0.51,10.86,5
11.05,0.306,0.22,1.15,0.0886,3.0,24.7,0.9959,3.25,0.85,11.18,7
6.99,0.449,0.14,3.61,0.1414,18.9,72.8,0.9944,3.42,0.57,10.76,5
10.24,0.736,0.1,5.02,0.14,2.1,14.0,0.9962,3.13,0.72,12.15,5
8.61,0.257,0.19,1.12,0.0822,40.3,125.9,0.9959,3.37,0.42,9.06,6
8.73,0.683,0.47,1.9,0.0605,10.7,39.3,0.9934,3.18,0.86,12.69,7
4.95,0.631,0.25,1.35,0.0579,50.9,186.5,0.9921,3.47,0.59,10.73,6
4.6,0.675,0.05,3.01,0.0749,2.7,18.0,0.9933,3.57,0.68,9.73,6
7.93,0.411,0.61,2.82,0.0671,12.5,52.8,0.9959,3.38,0.66,9.29,6
8.72,0.465,0.35,1.13,0.1066,7.2,33.6,0.9949,3.21,0.46,10.44,6
6.39,0.246,0.04,4.04,0.1013,24.3,100.1,0.9936,3.55,0.48,11.55,6
6.45,0.481,0.17,1.2,0.1132,7.4,31.2,0.9937,3.41,0.8,10.05,5
9.25,0.574,0.31,3.29,0.1349,5.6,23.4,0.9948,3.35,0.75,12.14,6
9.26,0.79,0.56,1.82,0.164,25.4,91.6,0.9969,3.45,0.82,8.72,5
8.07,0.142,0.17,1.5,0.0795,7.6,38.9,0.9937,3.46,0.82,11.51,8
9.63,0.348,0.51,1.16,0.1235,2.2,22.5,0.996,3.38,0.74,9.82,7
6.3,0.624,0.46,1.18,0.0804,7.9,22.0,0.9935,3.43,0.33,10.09,4
7.69,0.253,0.18,2.53,0.1319,14.8,74.4,0.9939,3.44,0.63,11.51,6
11.1,0.511,0.28,2.1,0.122,5.5,38.4,0.9968,3.2,0.72,10.65,7
8.42,0.447,0.06,1.1,0.1298,8.8,32.3,0.9963,3.16,0.97,8.4,5
8.51,0.457,0.25,1.08,0.0883,2.7,18.6,0.9944,3.34,0.8,10.82,6
12.22,0.333,0.32,1.01,0.0528,12.6,31.8,0.9964,3.14,0.98,11.51,7
5.92,0.516,0.33,2.94,0.0387,18.9,57.9,0.9939,3.5,0.7,10.13,4
9.65,0.489,0.49,2.77,0.0829,8.4,23.5,0.9951,3.23,0.56,11.86,6
11.13,0.533,0.12,0.99,0.1508,8.5,35.8,0.9976,3.08,0.66,9.1,5
7.75,0.347,0.0,2.13,0.0671,3.1,17.0,0.9936,3.42,0.76,11.76,7
9.76,0.286,0.33,1.03,0.1109,4.7,14.4,0.9941,3.08,0.56,12.27,7
6.63,0.464,0.38,4.41,0.1133,4.0,16.9,0.9957,3.57,0.65,9.3,7
7.13,0.771,0.33,4.46,0.0732,9.9,34.9,0.9947,3.34,0.65,10.94,6
8.95,0.434,0.27,2.7,0.1322,11.0,36.8,0.9956,3.31,0.99,10.57,7
9.66,0.659,0.31,4.81,0.015,37.7,151.5,0.9969,3.31,0.33,10.54,6
10.21,0.334,0.52,3.4,0.0406,2.9,24.3,0.9968,3.29,0.84,10.52,5
10.97,0.517,0.36,3.55,0.0479,13.0,61.1,0.9977,3.01,0.52,10.14,6
8.19,0.463,0.14,2.16,0.0617,11.0,57.4,0.9961,3.41,0.37,9.05,4
10.33,0.239,0.2,1.45,0.098,10.7,39.1,0.996,3.24,0.88,10.66,6
7.72,0.444,0.22,1.27,0.1011,26.8,99.5,0.9953,3.26,0.76,9.09,5
9.83,0.773,0.54,1.49,0.1053,4.8,26.9,0.9969,3.14,0.85,9.09,5
8.65,0.732,0.22,2.39,0.1133,2.5,20.2,0.995,3.25,0.78,10.85,5
9.06,0.531,0.29,1.18,0.0465,15.4,63.3,0.9959,3.12,1.03,9.48,6
9.02,0.309,0.16,1.35,0.0408,7.1,40.9,0.9949,3.48,0.73,10.84,5
5.57,0.457,0.49,1.85,0.1004,2.2,8.0,0.9925,3.62,0.65,11.09,6
6.39,0.621,0.6,1.3,0.0643,5.5,23.0,0.9949,3.46,0.7,8.45,5
8.47,0.6,0.33,2.23,0.0267,6.4,38.7,0.9959,3.27,0.85,9.5,5
5.43,0.177,0.3,4.75,0.1234,13.5,37.9,0.9929,3.43,0.55,11.82,6
9.71,0.339,0.3,2.97,0.1403,4.3,21.9,0.997,3.33,0.57,9.64,6
9.78,0.559,0.0,2.55,0.1518,8.4,38.4,0.9968,3.45,0.59,9.71,5
8.86,0.581,0.42,2.21,0.092,9.9,36.2,0.9949,3.21,0.33,11.09,6
6.39,0.12,0.35,1.9,0.1045,9.4,52.9,0.9925,3.27,0.74,11.86,7
10.65,0.462,0.37,1.21,0.1393,45.8,162.3,0.9963,3.38,0.36,10.37,6
11.76,0.594,0.12,4.28,0.0638,2.6,21.4,0.999,2.92,0.65,9.58,5
8.55,0.794,0.14,1.33,0.1389,38.2,153.8,0.9943,3.18,0.75,11.15,4
9.17,0.528,0.26,1.04,0.0905,12.5,44.3,0.9933,3.24,0.64,12.81,7
8.64,0.749,0.39,2.98,0.131,21.1,72.2,0.9954,3.11,0.89,10.7,4
9.2,0.274,0.26,1.19,0.0869,8.8,29.4,0.9947,3.4,0.47,11.16,7
8.1,0.166,0.66,1.6,0.1364,9.3,53.4,0.9952,3.42,0.88,9.82,6
8.24,0.343,0.41,0.94,0.0884,27.4,104.3,0.9947,3.24,0.83,10.24,7
9.84,0.66,0.06,1.12,0.0251,29.2,83.2,0.9951,3.39,0.39,11.15,6
12.29,0.567,0.35,1.19,0.1326,5.3,15.1,0.9962,3.28,1.22,11.94,8
5.92,0.691,0.13,0.98,0.0516,4.7,17.2,0.992,3.42,0.63,11.58,5
8.12,0.563,0.0,2.5,0.1346,10.2,55.9,0.9944,3.26,0.53,11.28,6
6.29,0.635,0.54,3.62,0.0859,29.7,89.2,0.9956,3.68,0.4,8.67,5
11.01,0.395,0.42,1.6,0.1315,6.7,33.8,0.9957,3.26,0.64,11.68,6
7.3,0.468,0.39,4.01,0.1299,14.7,63.2,0.9957,3.39,0.66,9.63,6
5.85,0.694,0.36,1.26,0.0967,16.8,79.0,0.9927,3.6,0.74,10.69,7
9.38,0.17,0.12,1.49,0.0948,20.1,74.6,0.9944,3.29,0.71,11.78,8
11.27,0.765,0.2,1.15,0.1014,12.0,47.1,0.9949,3.1,0.79,12.62,6
9.43,0.515,0.4,2.35,0.015,8.2,33.9,0.9936,3.26,0.57,13.28,5
8.65,0.795,0.06,1.72,0.0942,42.9,140.0,0.9948,3.42,0.33,10.78,5
9.0,0.251,0.0,2.33,0.0399,13.3,66.8,0.9956,3.04,0.65,10.44,6
10.71,0.67,0.21,3.05,0.0963,17.6,66.2,0.9968,3.16,0.33,10.71,5
6.81,0.445,0.22,2.08,0.0438,7.1,31.1,0.9935,3.55,0.7,11.06,5
8.11,0.329,0.27,2.38,0.0421,15.3,48.4,0.9954,3.26,0.47,9.85,5
7.53,0.607,0.38,5.01,0.1537,5.6,21.4,0.9944,3.53,0.67,11.97,5
6.31,0.742,0.36,1.43,0.1323,5.4,30.0,0.9934,3.58,0.86,10.41,5
7.74,0.426,0.3,1.57,0.0893,17.1,70.1,0.9942,3.33,0.48,10.67,5
10.18,0.315,0.47,2.8,0.0969,10.8,58.3,0.9963,3.15,0.82,10.84,5
9.26,0.634,0.0,2.32,0.0846,15.8,50.8,0.996,3.23,0.53,10.15,4
9.4,0.315,0.46,1.19,0.0973,5.8,21.2,0.9939,3.57,1.06,12.36,8
8.55,0.663,0.36,1.61,0.0625,13.0,52.4,0.9957,3.52,0.58,9.56,5
9.19,0.731,0.03,1.85,0.1292,9.0,20.9,0.9962,3.28,0.5,9.62,5
6.94,0.48,0.02,1.72,0.0744,12.9,43.7,0.9946,3.31,0.8,9.52,6
7.77,0.885,0.12,1.19,0.0727,6.1,34.1,0.9941,3.35,0.57,10.61,5
8.63,0.448,0.21,4.77,0.0804,17.1,67.1,0.9952,3.32,0.58,11.85,7
8.77,0.431,0.43,3.06,0.0609,21.7,97.6,0.9952,3.14,0.6,11.08,6
8.84,0.296,0.14,1.88,0.1026,5.6,37.3,0.9942,3.29,0.63,11.85,5
8.06,0.525,0.1,2.61,0.068,6.3,36.5,0.9953,3.48,0.87,10.17,5
7.66,0.353,0.22,4.31,0.0982,15.0,71.1,0.9944,3.13,0.39,11.74,7
13.67,0.573,0.53,1.12,0.1281,16.3,60.0,0.9987,3.14,0.72,9.98,7
9.84,0.569,0.29,1.33,0.0557,16.6,46.3,0.9959,3.4,0.79,10.24,6
9.0,0.29,0.26,2.07,0.0793,15.8,54.5,0.9948,3.21,0.71,11.32,6
7.9,0.599,0.23,3.31,0.108,8.0,37.9,0.9947,3.53,0.86,11.02,5
7.53,0.444,0.6,0.96,0.0571,8.0,40.5,0.9934,3.27,0.75,11.23,8
8.08,0.83,0.12,7.1,0.1081,5.5,33.3,0.9971,3.37,0.61,10.1,5
8.8,0.561,0.57,1.81,0.1017,4.0,15.0,0.9959,3.25,0.82,9.56,7
5.1,0.619,0.33,1.57,0.1278,16.2,54.8,0.9927,3.43,0.7,10.27,6
5.63,0.5,0.26,1.42,0.0603,3.2,33.7,0.992,3.37,0.61,11.52,6
7.22,0.556,0.74,1.19,0.0468,35.3,138.1,0.9933,3.45,0.77,11.2,6
8.65,0.782,0.06,3.25,0.0772,23.0,103.8,0.9955,3.39,0.53,10.68,5
7.89,0.343,0.19,5.57,0.0508,25.4,67.7,0.9963,3.32,0.54,10.22,5
10.81,0.511,0.03,1.7,0.1121,30.5,87.3,0.9968,3.02,0.55,10.18,5
5.78,0.439,0.42,5.47,0.043,8.3,43.4,0.9953,3.48,0.87,9.51,5
7.02,0.554,0.59,3.5,0.1778,24.5,74.5,0.994,3.42,0.33,11.32,6
10.88,0.779,0.55,1.88,0.1413,4.1,27.8,0.9966,3.15,0.71,10.6,5
8.52,0.469,0.47,2.58,0.09,2.3,17.4,0.9952,3.52,0.65,10.67,5
9.8,0.12,0.29,1.76,0.1142,20.4,74.2,0.9958,3.05,0.43,10.55,7
11.79,0.34,0.26,2.13,0.015,2.9,16.5,0.9987,2.87,0.77,8.92,7
7.12,0.565,0.03,0.99,0.1804,55.6,207.0,0.9923,3.28,0.8,12.17,7
8.13,0.421,0.74,2.69,0.0509,15.5,65.3,0.9946,3.4,0.86,11.05,8
7.84,0.643,0.33,0.98,0.0847,18.8,72.9,0.9951,3.21,0.33,9.31,5
4.98,0.522,0.16,3.45,0.0153,5.4,31.8,0.9929,3.36,0.87,10.87,5
7.77,0.273,0.53,3.51,0.104,15.4,53.9,0.9954,3.45,0.55,10.23,6
9.8,0.578,0.11,1.31,0.0402,2.5,27.1,0.9947,3.29,0.8,11.68,6
9.22,0.428,0.32,1.49,0.0936,23.8,97.8,0.9951,3.31,0.77,10.79,5
9.35,0.861,0.26,1.88,0.0627,4.2,38.0,0.995,3.35,0.53,11.31,6
7.66,0.667,0.36,2.26,0.0464,16.3,78.8,0.9959,3.29,0.75,8.81,5
7.18,0.471,0.24,1.41,0.0573,5.1,26.3,0.9932,3.32,0.57,11.39,5
10.46,0.386,0.03,2.25,0.0935,2.9,13.0,0.9962,3.3,0.33,10.89,6
7.45,0.474,0.3,1.43,0.0332,9.9,34.6,0.9943,3.19,0.88,10.26,6
8.8,0.449,0.48,0.99,0.0545,4.2,22.7,0.9946,3.03,0.55,10.77,6
8.58,0.76,0.24,0.9,0.116,17.7,59.5,0.9963,3.24,0.49,8.4,5
10.78,0.442,0.47,1.06,0.1836,5.3,28.3,0.9955,3.3,0.65,11.48,7
9.95,0.446,0.06,3.26,0.1086,7.0,29.6,0.9977,3.26,0.69,9.15,5
6.1,0.891,0.25,5.78,0.0528,12.1,61.6,0.9962,3.52,0.63,8.82,5
6.28,0.418,0.22,1.74,0.0648,6.0,43.1,0.9941,3.17,0.81,9.55,7
9.28,0.541,0.46,1.98,0.0808,7.7,29.2,0.9942,3.3,0.49,12.19,7
8.19,0.307,0.34,1.14,0.0655,22.3,75.3,0.9945,3.39,0.59,10.45,7
7.53,0.552,0.41,2.1,0.1206,4.4,25.2,0.9931,3.19,0.66,12.16,6
10.03,0.543,0.49,1.13,0.0932,3.0,12.2,0.9961,3.33,1.0,10.09,6
8.62,0.169,0.41,2.32,0.1208,6.8,35.6,0.9965,3.28,0.66,8.92,6
8.39,0.913,0.3,4.96,0.0769,8.6,26.3,0.9973,3.67,0.82,9.06,5
9.63,0.789,0.07,1.23,0.1425,11.4,48.3,0.9948,2.98,0.65,11.41,5
7.66,0.502,0.25,3.07,0.0828,7.6,27.9,0.9953,3.51,0.56,10.02,5
10.97,0.383,0.15,0.94,0.0507,20.7,66.5,0.997,3.13,0.6,9.63,5
6.96,0.549,0.23,1.61,0.1716,2.5,24.3,0.9936,3.18,0.65,10.79,6
9.42,0.505,0.22,1.08,0.015,8.8,41.4,0.9948,3.19,0.78,11.13,6
10.74,0.63,0.07,1.55,0.06,7.8,27.2,0.9958,3.22,0.87,11.29,5
5.96,0.603,0.0,1.19,0.0644,14.5,58.1,0.992,3.55,0.7,11.62,5
7.72,0.576,0.17,1.6,0.1848,42.7,124.0,0.9945,3.55,0.88,10.27,6
10.24,0.816,0.28,1.71,0.1618,10.6,28.6,0.9975,3.38,0.48,8.85,5
10.27,0.587,0.05,1.44,0.1443,54.0,174.5,0.9963,3.1,0.61,10.21,6
8.01,0.312,0.29,2.5,0.0713,6.3,15.6,0.9946,3.46,0.56,10.89,6
7.05,0.722,0.63,4.67,0.1815,2.4,8.0,0.9958,3.42,0.73,9.66,6
9.93,0.769,0.47,1.67,0.0992,4.2,28.5,0.9966,3.15,0.62,9.67,6
10.31,1.026,0.59,1.22,0.1236,8.0,27.1,0.9956,3.18,0.8,10.97,6
6.32,0.379,0.32,1.37,0.0967,6.6,26.9,0.9936,3.32,0.48,10.13,5
6.25,0.531,0.5,3.79,0.0825,3.2,17.8,0.9941,3.42,0.69,10.66,6
8.68,0.136,0.16,2.17,0.0744,8.8,39.7,0.9958,3.2,0.8,9.87,6
9.37,0.664,0.13,1.81,0.0811,7.0,19.7,0.996,3.13,0.33,9.94,5
7.79,0.317,0.0,1.14,0.1038,3.6,35.8,0.9945,3.39,1.08,10.15,7
9.45,0.817,0.5,1.8,0.0992,6.2,14.9,0.9948,3.33,0.63,11.52,6
7.09,0.358,0.57,1.39,0.0832,28.1,76.2,0.9929,3.35,0.34,11.66,6
4.71,0.203,0.19,5.2,0.1449,6.3,29.9,0.9951,3.65,0.71,8.78,6
7.58,0.33,0.28,4.13,0.015,17.0,59.1,0.9955,3.31,0.73,10.15,7
8.41,0.154,0.15,1.03,0.1049,13.4,34.5,0.9957,3.27,0.67,9.13,6
7.83,0.618,0.36,1.99,0.1132,8.7,37.9,0.995,3.41,0.85,9.97,6
6.33,0.139,0.49,1.28,0.1304,5.3,17.3,0.9932,3.39,0.81,10.54,6
5.21,0.495,0.0,1.69,0.0819,7.5,30.1,0.9937,3.47,0.73,9.18,6
7.43,0.137,0.36,4.04,0.0928,12.8,47.7,0.9958,3.05,0.76,9.7,6
9.83,0.436,0.24,2.02,0.1239,7.2,30.1,0.9967,3.24,0.66,9.62,6
10.44,0.849,0.27,1.51,0.1491,4.9,10.1,0.9963,2.98,0.94,10.38,5
10.32,0.471,0.41,1.25,0.0675,3.5,32.6,0.9955,3.06,0.47,11.14,7
6.91,0.263,0.3,3.32,0.0902,27.4,91.1,0.9946,3.22,0.74,10.35,7
6.34,0.645,0.19,2.37,0.1616,9.0,27.9,0.9942,3.28,0.61,9.9,4
9.14,0.493,0.25,1.85,0.015,13.8,43.5,0.9958,3.2,0.82,10.08,6
9.38,0.65,0.42,1.27,0.0619,10.1,46.6,0.9959,3.2,0.5,9.9,5
8.98,0.338,0.33,1.51,0.1481,26.7,96.4,0.9941,3.36,0.34,11.85,5
