App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Fast Lite Phot 2249,Great customer support and seamless synchronization.,Positive,0.373,0.581
Fast Lite Phot 2249,Essential utility for daily workflow. Fast loading.,Positive,0.263,0.645
Fast Lite Phot 2249,"Full of bugs, login screen freezes constantly.",Negative,-0.662,0.697
Fast Lite Phot 2249,Incredible features and clean layout. Worth every penny.,Positive,0.633,0.565
Fast Lite Phot 2249,Absolutely love this app! Very smooth UI and responsive.,Positive,0.533,0.806
Fast Lite Phot 2249,Great customer support and seamless synchronization.,Positive,0.928,0.801
Super Flow Pers 1421,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.088,0.318
Super Flow Pers 1421,Game is highly addictive with stellar graphics!,Positive,0.815,0.483
Super Flow Pers 1421,"Best in its class, saves me so much time every day.",Positive,0.553,0.61
Super Flow Pers 1421,Game is highly addictive with stellar graphics!,Positive,0.274,0.823
Super Flow Pers 1421,"Best in its class, saves me so much time every day.",Positive,0.785,0.595
Super Flow Pers 1421,Incredible features and clean layout. Worth every penny.,Positive,0.645,0.71
Super Flow Pers 1421,"Best in its class, saves me so much time every day.",Positive,0.566,0.46
Super Flow Pers 1421,Essential utility for daily workflow. Fast loading.,Positive,0.391,0.735
Super Flow Pers 1421,Incredible features and clean layout. Worth every penny.,Positive,0.255,0.503
Pocket Hero Prod 142,Absolutely love this app! Very smooth UI and responsive.,Positive,0.708,0.581
Pocket Hero Prod 142,Incredible features and clean layout. Worth every penny.,Positive,0.656,0.726
Pocket Hero Prod 142,Essential utility for daily workflow. Fast loading.,Positive,0.932,0.65
Pocket Hero Prod 142,"Best in its class, saves me so much time every day.",Positive,0.898,0.614
Pocket Hero Prod 142,Essential utility for daily workflow. Fast loading.,Positive,0.363,0.619
Pocket Hero Prod 142,"Full of bugs, login screen freezes constantly.",Negative,-0.778,0.484
Pocket Hero Prod 142,"Best in its class, saves me so much time every day.",Positive,0.711,0.483
Pocket Hero Prod 142,"Full of bugs, login screen freezes constantly.",Negative,-0.676,0.87
Hyper Portal Prod 737,Game is highly addictive with stellar graphics!,Positive,0.294,0.423
Hyper Portal Prod 737,Great customer support and seamless synchronization.,Positive,0.468,0.811
Hyper Portal Prod 737,Great customer support and seamless synchronization.,Positive,0.569,0.406
Hyper Portal Prod 737,Incredible features and clean layout. Worth every penny.,Positive,0.668,0.406
Hyper Portal Prod 737,Essential utility for daily workflow. Fast loading.,Positive,0.73,0.639
Hyper Portal Prod 737,Incredible features and clean layout. Worth every penny.,Positive,0.736,0.512
Global Studio Fina 1026,Great customer support and seamless synchronization.,Positive,0.302,0.639
Global Studio Fina 1026,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.423,0.55
Global Studio Fina 1026,Battery drain is immense and phone overheats quickly.,Negative,-0.216,0.705
Global Studio Fina 1026,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.094,0.373
Global Studio Fina 1026,Average performance. UI could use some polishing.,Neutral,0.097,0.312
Global Studio Fina 1026,Incredible features and clean layout. Worth every penny.,Positive,0.548,0.557
Daily Flow Game 2000,Game is highly addictive with stellar graphics!,Positive,0.663,0.728
Daily Flow Game 2000,"Best in its class, saves me so much time every day.",Positive,0.28,0.475
Daily Flow Game 2000,Great customer support and seamless synchronization.,Positive,0.54,0.787
Daily Flow Game 2000,Game is highly addictive with stellar graphics!,Positive,0.81,0.702
Daily Flow Game 2000,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.688,0.473
Daily Flow Game 2000,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.463,0.479
Daily Flow Game 2000,Game is highly addictive with stellar graphics!,Positive,0.594,0.848
Daily Flow Game 2000,Absolutely love this app! Very smooth UI and responsive.,Positive,0.844,0.653
Daily Flow Game 2000,"Good concept, waiting for future feature updates.",Neutral,-0.026,0.176
Daily Flow Game 2000,Average performance. UI could use some polishing.,Neutral,-0.091,0.29
Hyper Tracker Heal 369,Great customer support and seamless synchronization.,Positive,0.563,0.627
Hyper Tracker Heal 369,"Best in its class, saves me so much time every day.",Positive,0.821,0.645
Hyper Tracker Heal 369,"Works okay on tablet, bit clunky on small screens.",Neutral,0.076,0.27
Hyper Tracker Heal 369,"Best in its class, saves me so much time every day.",Positive,0.808,0.607
Hyper Tracker Heal 369,Essential utility for daily workflow. Fast loading.,Positive,0.541,0.741
Hyper Tracker Heal 369,Customer service never responded to my refund ticket.,Negative,-0.369,0.738
Hyper Tracker Heal 369,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.46,0.837
Hyper Tracker Heal 369,Incredible features and clean layout. Worth every penny.,Positive,0.791,0.531
Hyper Tracker Heal 369,"Full of bugs, login screen freezes constantly.",Negative,-0.466,0.74
Hyper Tracker Heal 369,"Works okay on tablet, bit clunky on small screens.",Neutral,0.001,0.327
Hyper Tracker Heal 369,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.331,0.825
Fast Plus Busi 1522,"Full of bugs, login screen freezes constantly.",Negative,-0.659,0.55
Fast Plus Busi 1522,Game is highly addictive with stellar graphics!,Positive,0.75,0.8
Fast Plus Busi 1522,"Best in its class, saves me so much time every day.",Positive,0.732,0.524
Fast Plus Busi 1522,"Best in its class, saves me so much time every day.",Positive,0.54,0.641
Fast Plus Busi 1522,"Full of bugs, login screen freezes constantly.",Negative,-0.212,0.536
Fast Plus Busi 1522,Great customer support and seamless synchronization.,Positive,0.863,0.807
Fast Plus Busi 1522,Great customer support and seamless synchronization.,Positive,0.871,0.57
Fast Plus Busi 1522,Incredible features and clean layout. Worth every penny.,Positive,0.437,0.402
Fast Plus Busi 1522,Game is highly addictive with stellar graphics!,Positive,0.598,0.428
Fast Plus Busi 1522,Game is highly addictive with stellar graphics!,Positive,0.818,0.478
Fast Plus Busi 1522,Great customer support and seamless synchronization.,Positive,0.639,0.811
Global Plus Heal 1235,Customer service never responded to my refund ticket.,Negative,-0.848,0.555
Global Plus Heal 1235,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.315,0.715
Global Plus Heal 1235,Great customer support and seamless synchronization.,Positive,0.945,0.727
Global Plus Heal 1235,"Best in its class, saves me so much time every day.",Positive,0.594,0.441
Global Plus Heal 1235,Great customer support and seamless synchronization.,Positive,0.874,0.647
Global Plus Heal 1235,Essential utility for daily workflow. Fast loading.,Positive,0.513,0.544
Global Plus Heal 1235,Great customer support and seamless synchronization.,Positive,0.539,0.784
Global Plus Heal 1235,"Full of bugs, login screen freezes constantly.",Negative,-0.526,0.891
Global Plus Heal 1235,Average performance. UI could use some polishing.,Neutral,0.056,0.202
Global Plus Heal 1235,"Best in its class, saves me so much time every day.",Positive,0.686,0.415
Global Plus Heal 1235,Battery drain is immense and phone overheats quickly.,Negative,-0.438,0.532
Pocket Hub Tool 706,Game is highly addictive with stellar graphics!,Positive,0.511,0.564
Pocket Hub Tool 706,Incredible features and clean layout. Worth every penny.,Positive,0.615,0.495
Pocket Hub Tool 706,Absolutely love this app! Very smooth UI and responsive.,Positive,0.931,0.708
Pocket Hub Tool 706,Customer service never responded to my refund ticket.,Negative,-0.326,0.451
Pocket Hub Tool 706,Absolutely love this app! Very smooth UI and responsive.,Positive,0.86,0.552
Easy Tracker Pers 924,Great customer support and seamless synchronization.,Positive,0.752,0.743
Easy Tracker Pers 924,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.087,0.251
Easy Tracker Pers 924,Customer service never responded to my refund ticket.,Negative,-0.548,0.621
Easy Tracker Pers 924,Essential utility for daily workflow. Fast loading.,Positive,0.853,0.697
Easy Tracker Pers 924,Absolutely love this app! Very smooth UI and responsive.,Positive,0.558,0.583
Easy Tracker Pers 924,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.645,0.762
Easy Tracker Pers 924,Game is highly addictive with stellar graphics!,Positive,0.742,0.441
Easy Tracker Pers 924,"Best in its class, saves me so much time every day.",Positive,0.411,0.711
Easy Tracker Pers 924,"Works okay on tablet, bit clunky on small screens.",Neutral,0.117,0.394
Easy Tracker Pers 924,Incredible features and clean layout. Worth every penny.,Positive,0.843,0.563
Easy 3D Fina 248,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.46,0.571
Easy 3D Fina 248,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.095,0.199
Easy 3D Fina 248,Average performance. UI could use some polishing.,Neutral,0.103,0.228
Easy 3D Fina 248,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.438,0.62
Easy 3D Fina 248,Essential utility for daily workflow. Fast loading.,Positive,0.797,0.822
Easy 3D Fina 248,Constant crashes after the latest update. Terrible experience.,Negative,-0.49,0.791
Easy 3D Fina 248,Absolutely love this app! Very smooth UI and responsive.,Positive,0.452,0.53
Easy 3D Fina 248,Game is highly addictive with stellar graphics!,Positive,0.937,0.822
Easy 3D Fina 248,Incredible features and clean layout. Worth every penny.,Positive,0.484,0.462
Easy 3D Fina 248,Constant crashes after the latest update. Terrible experience.,Negative,-0.215,0.846
Easy 3D Fina 248,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.116,0.19
Pocket Plus Busi 431,"Good concept, waiting for future feature updates.",Neutral,-0.026,0.386
Pocket Plus Busi 431,"Best in its class, saves me so much time every day.",Positive,0.309,0.489
Pocket Plus Busi 431,"Good concept, waiting for future feature updates.",Neutral,-0.017,0.26
Pocket Plus Busi 431,Constant crashes after the latest update. Terrible experience.,Negative,-0.206,0.664
Pocket Plus Busi 431,Game is highly addictive with stellar graphics!,Positive,0.797,0.784
Pocket Plus Busi 431,"Best in its class, saves me so much time every day.",Positive,0.907,0.426
Pocket Plus Busi 431,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.606,0.839
Pocket Plus Busi 431,"Works okay on tablet, bit clunky on small screens.",Neutral,0.074,0.312
Master Hub Fina 472,Absolutely love this app! Very smooth UI and responsive.,Positive,0.449,0.506
Master Hub Fina 472,Game is highly addictive with stellar graphics!,Positive,0.918,0.849
Master Hub Fina 472,"Full of bugs, login screen freezes constantly.",Negative,-0.391,0.74
Master Hub Fina 472,Customer service never responded to my refund ticket.,Negative,-0.183,0.572
Master Hub Fina 472,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.697,0.486
Master Hub Fina 472,Incredible features and clean layout. Worth every penny.,Positive,0.48,0.603
Master Hub Fina 472,Average performance. UI could use some polishing.,Neutral,-0.092,0.301
Master Hub Fina 472,Essential utility for daily workflow. Fast loading.,Positive,0.267,0.473
Master Hub Fina 472,Customer service never responded to my refund ticket.,Negative,-0.656,0.584
Master Hub Fina 472,Essential utility for daily workflow. Fast loading.,Positive,0.62,0.57
Master Portal Comm 1488,Incredible features and clean layout. Worth every penny.,Positive,0.919,0.506
Master Portal Comm 1488,Game is highly addictive with stellar graphics!,Positive,0.439,0.646
Master Portal Comm 1488,Great customer support and seamless synchronization.,Positive,0.673,0.662
Master Portal Comm 1488,Constant crashes after the latest update. Terrible experience.,Negative,-0.486,0.666
Master Portal Comm 1488,Great customer support and seamless synchronization.,Positive,0.889,0.844
Master Portal Comm 1488,Great customer support and seamless synchronization.,Positive,0.735,0.546
Master Portal Comm 1488,Essential utility for daily workflow. Fast loading.,Positive,0.879,0.528
Master Portal Comm 1488,Incredible features and clean layout. Worth every penny.,Positive,0.803,0.517
Master Portal Comm 1488,Game is highly addictive with stellar graphics!,Positive,0.287,0.462
Master Portal Comm 1488,Incredible features and clean layout. Worth every penny.,Positive,0.758,0.616
Master Portal Comm 1488,Absolutely love this app! Very smooth UI and responsive.,Positive,0.671,0.514
Master Portal Comm 1488,Average performance. UI could use some polishing.,Neutral,0.037,0.219
Quick Hub Tool 2013,Absolutely love this app! Very smooth UI and responsive.,Positive,0.86,0.511
Quick Hub Tool 2013,Incredible features and clean layout. Worth every penny.,Positive,0.517,0.403
Quick Hub Tool 2013,"Best in its class, saves me so much time every day.",Positive,0.937,0.823
Quick Hub Tool 2013,Incredible features and clean layout. Worth every penny.,Positive,0.54,0.827
Quick Hub Tool 2013,Constant crashes after the latest update. Terrible experience.,Negative,-0.377,0.458
Daily Hub Fina 652,Game is highly addictive with stellar graphics!,Positive,0.571,0.801
Daily Hub Fina 652,Absolutely love this app! Very smooth UI and responsive.,Positive,0.324,0.659
Daily Hub Fina 652,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.263,0.72
Daily Hub Fina 652,Incredible features and clean layout. Worth every penny.,Positive,0.526,0.827
Daily Hub Fina 652,"Works okay on tablet, bit clunky on small screens.",Neutral,0.073,0.226
Daily Hub Fina 652,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.28,0.491
Daily Hub Fina 652,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.083,0.251
Daily Hub Fina 652,Essential utility for daily workflow. Fast loading.,Positive,0.558,0.744
Daily Hub Fina 652,Absolutely love this app! Very smooth UI and responsive.,Positive,0.533,0.505
Daily Hub Fina 652,Great customer support and seamless synchronization.,Positive,0.525,0.756
Pro Manager Game 2419,"Best in its class, saves me so much time every day.",Positive,0.35,0.76
Pro Manager Game 2419,Essential utility for daily workflow. Fast loading.,Positive,0.823,0.632
Pro Manager Game 2419,Great customer support and seamless synchronization.,Positive,0.427,0.578
Pro Manager Game 2419,Battery drain is immense and phone overheats quickly.,Negative,-0.453,0.654
Pro Manager Game 2419,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.574,0.571
Pro Manager Game 2419,Average performance. UI could use some polishing.,Neutral,0.104,0.391
Global Lite Heal 30,"Best in its class, saves me so much time every day.",Positive,0.326,0.609
Global Lite Heal 30,Great customer support and seamless synchronization.,Positive,0.707,0.782
Global Lite Heal 30,"Full of bugs, login screen freezes constantly.",Negative,-0.419,0.854
Global Lite Heal 30,Average performance. UI could use some polishing.,Neutral,0.033,0.379
Global Lite Heal 30,"Full of bugs, login screen freezes constantly.",Negative,-0.736,0.458
Global Lite Heal 30,Game is highly addictive with stellar graphics!,Positive,0.475,0.53
Global Lite Heal 30,Great customer support and seamless synchronization.,Positive,0.548,0.588
Global Lite Heal 30,Absolutely love this app! Very smooth UI and responsive.,Positive,0.671,0.794
Global Lite Heal 30,Incredible features and clean layout. Worth every penny.,Positive,0.343,0.535
Global Lite Heal 30,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.132,0.309
NextGen Hub Heal 444,Incredible features and clean layout. Worth every penny.,Positive,0.737,0.465
NextGen Hub Heal 444,Game is highly addictive with stellar graphics!,Positive,0.933,0.442
NextGen Hub Heal 444,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.536,0.863
NextGen Hub Heal 444,Average performance. UI could use some polishing.,Neutral,0.101,0.207
NextGen Hub Heal 444,"Works okay on tablet, bit clunky on small screens.",Neutral,0.135,0.304
NextGen Hub Heal 444,"Decent app overall, does the job but lacks advanced customization.",Neutral,-0.077,0.217
NextGen Hub Heal 444,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.574,0.62
NextGen Hub Heal 444,Essential utility for daily workflow. Fast loading.,Positive,0.718,0.479
NextGen Hub Heal 444,Essential utility for daily workflow. Fast loading.,Positive,0.79,0.424
NextGen Hub Heal 444,Absolutely love this app! Very smooth UI and responsive.,Positive,0.26,0.435
Daily Manager Comm 2326,Essential utility for daily workflow. Fast loading.,Positive,0.907,0.846
Daily Manager Comm 2326,Average performance. UI could use some polishing.,Neutral,0.06,0.242
Daily Manager Comm 2326,Incredible features and clean layout. Worth every penny.,Positive,0.694,0.593
Daily Manager Comm 2326,Battery drain is immense and phone overheats quickly.,Negative,-0.653,0.786
Daily Manager Comm 2326,Essential utility for daily workflow. Fast loading.,Positive,0.81,0.499
Daily Manager Comm 2326,Battery drain is immense and phone overheats quickly.,Negative,-0.334,0.635
Daily Manager Comm 2326,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.668,0.754
Daily Manager Comm 2326,Great customer support and seamless synchronization.,Positive,0.91,0.739
Daily Manager Comm 2326,Customer service never responded to my refund ticket.,Negative,-0.16,0.854
Easy Hub Busi 1054,Average performance. UI could use some polishing.,Neutral,0.107,0.396
Easy Hub Busi 1054,Essential utility for daily workflow. Fast loading.,Positive,0.434,0.481
Easy Hub Busi 1054,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.762,0.893
Easy Hub Busi 1054,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.286,0.741
Easy Hub Busi 1054,Great customer support and seamless synchronization.,Positive,0.309,0.741
Easy Hub Busi 1054,"Full of bugs, login screen freezes constantly.",Negative,-0.651,0.77
Fast Assistant Comm 1510,Average performance. UI could use some polishing.,Neutral,0.085,0.214
Fast Assistant Comm 1510,Essential utility for daily workflow. Fast loading.,Positive,0.441,0.44
Fast Assistant Comm 1510,"Good concept, waiting for future feature updates.",Neutral,-0.095,0.325
Fast Assistant Comm 1510,"Best in its class, saves me so much time every day.",Positive,0.719,0.423
Fast Assistant Comm 1510,Incredible features and clean layout. Worth every penny.,Positive,0.788,0.588
Fast Assistant Comm 1510,"Best in its class, saves me so much time every day.",Positive,0.292,0.678
Fast Assistant Comm 1510,Customer service never responded to my refund ticket.,Negative,-0.548,0.493
Fast Assistant Comm 1510,"Good concept, waiting for future feature updates.",Neutral,0.093,0.264
Fast Assistant Comm 1510,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.62,0.806
Fast Assistant Comm 1510,Incredible features and clean layout. Worth every penny.,Positive,0.625,0.57
NextGen Lite Life 773,"Good concept, waiting for future feature updates.",Neutral,-0.032,0.358
NextGen Lite Life 773,Absolutely love this app! Very smooth UI and responsive.,Positive,0.732,0.514
NextGen Lite Life 773,Great customer support and seamless synchronization.,Positive,0.943,0.751
NextGen Lite Life 773,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.775,0.61
NextGen Lite Life 773,"Works okay on tablet, bit clunky on small screens.",Neutral,0.04,0.211
NextGen Lite Life 773,"Good concept, waiting for future feature updates.",Neutral,0.071,0.295
NextGen Lite Life 773,Average performance. UI could use some polishing.,Neutral,0.09,0.309
NextGen Lite Life 773,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.188,0.786
Pro Vault Life 1190,Average performance. UI could use some polishing.,Neutral,-0.094,0.233
Pro Vault Life 1190,Essential utility for daily workflow. Fast loading.,Positive,0.507,0.556
Pro Vault Life 1190,"Works okay on tablet, bit clunky on small screens.",Neutral,0.105,0.372
Pro Vault Life 1190,Game is highly addictive with stellar graphics!,Positive,0.51,0.758
Pro Vault Life 1190,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.468,0.549
Pro Vault Life 1190,Average performance. UI could use some polishing.,Neutral,0.049,0.301
Pro Vault Life 1190,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.8,0.71
Easy Manager Fina 1262,Great customer support and seamless synchronization.,Positive,0.603,0.559
Easy Manager Fina 1262,Game is highly addictive with stellar graphics!,Positive,0.622,0.484
Easy Manager Fina 1262,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.07,0.291
Easy Manager Fina 1262,Essential utility for daily workflow. Fast loading.,Positive,0.858,0.629
Easy Manager Fina 1262,"Full of bugs, login screen freezes constantly.",Negative,-0.711,0.757
Easy Manager Fina 1262,Great customer support and seamless synchronization.,Positive,0.644,0.766
Easy Manager Fina 1262,"Full of bugs, login screen freezes constantly.",Negative,-0.25,0.756
Easy Manager Fina 1262,Essential utility for daily workflow. Fast loading.,Positive,0.734,0.408
Easy Manager Fina 1262,Incredible features and clean layout. Worth every penny.,Positive,0.489,0.589
Easy Manager Fina 1262,Customer service never responded to my refund ticket.,Negative,-0.327,0.738
Global Manager Comm 441,Average performance. UI could use some polishing.,Neutral,0.012,0.385
Global Manager Comm 441,"Full of bugs, login screen freezes constantly.",Negative,-0.537,0.684
Global Manager Comm 441,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.099,0.288
Global Manager Comm 441,"Best in its class, saves me so much time every day.",Positive,0.274,0.554
Global Manager Comm 441,Average performance. UI could use some polishing.,Neutral,-0.089,0.25
Fast Hub Game 1303,"Good concept, waiting for future feature updates.",Neutral,-0.048,0.155
Fast Hub Game 1303,Incredible features and clean layout. Worth every penny.,Positive,0.894,0.513
Fast Hub Game 1303,Average performance. UI could use some polishing.,Neutral,0.053,0.16
Fast Hub Game 1303,Incredible features and clean layout. Worth every penny.,Positive,0.827,0.751
Fast Hub Game 1303,Game is highly addictive with stellar graphics!,Positive,0.415,0.446
Hyper Manager Life 1195,Great customer support and seamless synchronization.,Positive,0.707,0.737
Hyper Manager Life 1195,Absolutely love this app! Very smooth UI and responsive.,Positive,0.377,0.741
Hyper Manager Life 1195,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.213,0.725
Hyper Manager Life 1195,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.084,0.305
Hyper Manager Life 1195,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.225,0.487
Hyper Manager Life 1195,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.559,0.639
Hyper Manager Life 1195,Absolutely love this app! Very smooth UI and responsive.,Positive,0.592,0.658
Hyper Manager Life 1195,Game is highly addictive with stellar graphics!,Positive,0.489,0.565
Hyper Manager Life 1195,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.036,0.177
Hyper Manager Life 1195,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.842,0.452
Hyper Manager Life 1195,Constant crashes after the latest update. Terrible experience.,Negative,-0.405,0.686
Hyper Manager Life 1195,Incredible features and clean layout. Worth every penny.,Positive,0.361,0.656
Smart Assistant Game 1229,Game is highly addictive with stellar graphics!,Positive,0.457,0.763
Smart Assistant Game 1229,Game is highly addictive with stellar graphics!,Positive,0.748,0.521
Smart Assistant Game 1229,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.094,0.224
Smart Assistant Game 1229,Essential utility for daily workflow. Fast loading.,Positive,0.415,0.579
Smart Assistant Game 1229,"Best in its class, saves me so much time every day.",Positive,0.846,0.535
Global Lite Prod 1095,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.071,0.245
Global Lite Prod 1095,Constant crashes after the latest update. Terrible experience.,Negative,-0.549,0.882
Global Lite Prod 1095,Game is highly addictive with stellar graphics!,Positive,0.62,0.798
Global Lite Prod 1095,Incredible features and clean layout. Worth every penny.,Positive,0.336,0.453
Global Lite Prod 1095,"Best in its class, saves me so much time every day.",Positive,0.814,0.411
Global Lite Prod 1095,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.416,0.875
Global Lite Prod 1095,Absolutely love this app! Very smooth UI and responsive.,Positive,0.758,0.695
Global Lite Prod 1095,Essential utility for daily workflow. Fast loading.,Positive,0.491,0.576
Global Lite Prod 1095,Essential utility for daily workflow. Fast loading.,Positive,0.55,0.549
Master Hub Pers 1995,Incredible features and clean layout. Worth every penny.,Positive,0.565,0.41
Master Hub Pers 1995,Essential utility for daily workflow. Fast loading.,Positive,0.407,0.683
Master Hub Pers 1995,"Good concept, waiting for future feature updates.",Neutral,0.058,0.338
Master Hub Pers 1995,"Works okay on tablet, bit clunky on small screens.",Neutral,0.133,0.394
Master Hub Pers 1995,"Decent app overall, does the job but lacks advanced customization.",Neutral,0.105,0.34
Master Hub Pers 1995,"Full of bugs, login screen freezes constantly.",Negative,-0.263,0.548
Master Hub Pers 1995,"Works okay on tablet, bit clunky on small screens.",Neutral,0.032,0.285
Master Hub Pers 1995,"Good concept, waiting for future feature updates.",Neutral,-0.059,0.343
Master Hub Pers 1995,Incredible features and clean layout. Worth every penny.,Positive,0.471,0.496
Master Hub Pers 1995,"Best in its class, saves me so much time every day.",Positive,0.267,0.675
Super Vault Tool 790,Game is highly addictive with stellar graphics!,Positive,0.844,0.401
Super Vault Tool 790,Game is highly addictive with stellar graphics!,Positive,0.495,0.518
Super Vault Tool 790,Essential utility for daily workflow. Fast loading.,Positive,0.793,0.595
Super Vault Tool 790,Essential utility for daily workflow. Fast loading.,Positive,0.313,0.591
Super Vault Tool 790,Incredible features and clean layout. Worth every penny.,Positive,0.306,0.612
Super Vault Tool 790,Customer service never responded to my refund ticket.,Negative,-0.708,0.537
Super Vault Tool 790,"Full of bugs, login screen freezes constantly.",Negative,-0.735,0.664
Daily Vault Life 319,Average performance. UI could use some polishing.,Neutral,0.071,0.366
Daily Vault Life 319,Absolutely love this app! Very smooth UI and responsive.,Positive,0.798,0.737
Daily Vault Life 319,Essential utility for daily workflow. Fast loading.,Positive,0.942,0.406
Daily Vault Life 319,"Works okay on tablet, bit clunky on small screens.",Neutral,0.12,0.17
Daily Vault Life 319,Incredible features and clean layout. Worth every penny.,Positive,0.601,0.536
Daily Vault Life 319,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.808,0.892
Daily Vault Life 319,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.204,0.507
Super Plus Game 757,Absolutely love this app! Very smooth UI and responsive.,Positive,0.742,0.632
Super Plus Game 757,Great customer support and seamless synchronization.,Positive,0.88,0.834
Super Plus Game 757,"Works okay on tablet, bit clunky on small screens.",Neutral,0.15,0.375
Super Plus Game 757,"Good concept, waiting for future feature updates.",Neutral,-0.068,0.233
Super Plus Game 757,"Works okay on tablet, bit clunky on small screens.",Neutral,-0.05,0.313
Super Plus Game 757,Absolutely love this app! Very smooth UI and responsive.,Positive,0.566,0.403
Easy Plus Pers 1767,Great customer support and seamless synchronization.,Positive,0.701,0.523
Easy Plus Pers 1767,"Good concept, waiting for future feature updates.",Neutral,-0.075,0.268
Easy Plus Pers 1767,Great customer support and seamless synchronization.,Positive,0.838,0.592
Easy Plus Pers 1767,"Best in its class, saves me so much time every day.",Positive,0.695,0.531
Easy Plus Pers 1767,"Best in its class, saves me so much time every day.",Positive,0.472,0.6
Easy Plus Pers 1767,Great customer support and seamless synchronization.,Positive,0.834,0.688
Easy Plus Pers 1767,Game is highly addictive with stellar graphics!,Positive,0.818,0.499
Easy Plus Pers 1767,"Good concept, waiting for future feature updates.",Neutral,-0.078,0.307
Easy Plus Pers 1767,"Best in its class, saves me so much time every day.",Positive,0.758,0.838
Easy Plus Pers 1767,Customer service never responded to my refund ticket.,Negative,-0.514,0.823
Easy Plus Pers 1767,Essential utility for daily workflow. Fast loading.,Positive,0.757,0.797
Master Flow Game 510,Constant crashes after the latest update. Terrible experience.,Negative,-0.375,0.808
Master Flow Game 510,Battery drain is immense and phone overheats quickly.,Negative,-0.399,0.795
Master Flow Game 510,Subscription fee is ridiculous for basic features that used to be free.,Negative,-0.34,0.734
Master Flow Game 510,"Best in its class, saves me so much time every day.",Positive,0.291,0.538
Master Flow Game 510,Average performance. UI could use some polishing.,Neutral,-0.016,0.298
Master Flow Game 510,Absolutely love this app! Very smooth UI and responsive.,Positive,0.503,0.834
Master Flow Game 510,Customer service never responded to my refund ticket.,Negative,-0.609,0.758
Master Flow Game 510,Average performance. UI could use some polishing.,Neutral,0.101,0.276
Master Flow Game 510,Game is highly addictive with stellar graphics!,Positive,0.338,0.741
Master Flow Game 510,"Full of bugs, login screen freezes constantly.",Negative,-0.372,0.859
Easy 3D Life 209,Great customer support and seamless synchronization.,Positive,0.765,0.629
Easy 3D Life 209,Essential utility for daily workflow. Fast loading.,Positive,0.76,0.579
Easy 3D Life 209,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.831,0.869
Easy 3D Life 209,Incredible features and clean layout. Worth every penny.,Positive,0.909,0.688
Easy 3D Life 209,"Best in its class, saves me so much time every day.",Positive,0.442,0.655
Master Portal Fami 1084,Game is highly addictive with stellar graphics!,Positive,0.619,0.712
Master Portal Fami 1084,"Works okay on tablet, bit clunky on small screens.",Neutral,0.011,0.307
Master Portal Fami 1084,Too many intrusive video ads every 30 seconds. Uninstalled.,Negative,-0.651,0.515
