House_ID,Square_Feet,Bedrooms,Bathrooms,Floors,Year_Built,House_Age,Neighborhood,Overall_Condition,Garage_Capacity,Has_Pool,Distance_to_City_Center_km,Price
HSE-10889,2483,2,1.5,1,1971,53,Uptown,Excellent,3.0,0,6.0,638900.0
HSE-10890,2820,3,2.8,1,2014,10,Waterfront,Good,2.0,1,8.2,801500.0
HSE-10891,2633,4,2.5,1,2016,8,Downtown,Good,1.0,0,33.1,595000.0
HSE-10892,2429,4,3.5,1,1990,34,Downtown,Fair,2.0,0,5.8,671400.0
HSE-10893,2793,3,2.2,2,1990,34,Uptown,Good,1.0,0,25.3,616000.0
HSE-10894,2860,3,2.2,1,2018,6,Downtown,Fair,1.0,0,4.6,675700.0
HSE-10895,2998,2,1.0,1,1983,41,Suburbs,Fair,1.0,0,4.1,566000.0
HSE-10896,2521,5,4.2,2,1973,51,Rural,Good,2.0,0,9.3,607400.0
HSE-10897,1991,5,3.2,1,1984,40,Suburbs,Fair,2.0,1,13.2,526800.0
HSE-10898,2195,3,1.8,2,2006,18,Uptown,Fair,2.0,0,2.5,589600.0
HSE-10899,2884,4,3.0,2,2009,15,Uptown,,3.0,0,4.5,760200.0
HSE-10900,1568,4,3.0,1,2014,10,Rural,Fair,0.0,0,8.1,353400.0
HSE-10901,2339,3,2.2,2,1980,44,Suburbs,Good,2.0,0,6.0,582600.0
HSE-10902,1844,2,1.0,1,2018,6,Downtown,Fair,2.0,0,14.5,475200.0
HSE-10903,2118,3,2.2,2,1981,43,Downtown,Good,1.0,0,9.2,573800.0
HSE-10904,2930,3,2.2,1,1986,38,Suburbs,Good,2.0,0,3.7,675900.0
HSE-10905,2224,3,2.2,1,1977,47,Suburbs,Good,1.0,0,24.5,463200.0
HSE-10906,2130,3,2.2,2,1976,48,Downtown,,2.0,0,5.5,551800.0
HSE-10907,1216,5,3.8,2,1974,50,Downtown,Fair,1.0,0,15.1,394400.0
HSE-10908,2585,2,1.5,3,1965,59,Suburbs,Fair,1.0,0,17.1,489300.0
HSE-10909,2519,3,2.2,2,1996,28,Uptown,Good,2.0,0,35.0,580400.0
HSE-10910,3506,3,2.2,1,1994,30,Uptown,Excellent,1.0,0,8.9,841800.0
HSE-10911,1899,3,2.8,1,1972,52,Uptown,Good,1.0,0,11.6,521600.0
HSE-10912,2242,3,2.8,1,1985,39,Rural,Good,1.0,0,6.1,467700.0
HSE-10913,2262,3,2.8,2,1986,38,Downtown,Fair,1.0,0,13.3,587400.0
HSE-10914,3125,2,1.5,1,1982,42,Rural,Good,,1,8.2,614500.0
HSE-10915,2038,3,1.8,2,1966,58,Waterfront,Good,2.0,0,7.8,616900.0
HSE-10916,2281,3,2.2,1,2012,12,Suburbs,Good,2.0,0,21.3,580700.0
HSE-10917,2495,2,1.5,1,2008,16,Suburbs,Excellent,2.0,0,2.5,621300.0
HSE-10918,2221,4,3.0,1,1973,51,Downtown,Good,1.0,0,23.4,518700.0
HSE-10919,1809,3,2.2,2,1967,57,Downtown,Fair,1.0,0,21.1,426100.0
HSE-10920,2226,3,2.8,2,2018,6,Downtown,Good,2.0,0,9.1,682000.0
HSE-10921,2797,4,3.5,2,1990,34,Downtown,Good,2.0,1,8.7,754800.0
HSE-10922,1432,2,1.5,1,1985,39,Uptown,Good,1.0,1,6.5,469800.0
HSE-10923,2186,1,1.0,2,1994,30,Downtown,Good,1.0,0,45.0,427100.0
HSE-10924,1644,4,3.0,1,1992,32,Suburbs,Good,2.0,0,3.2,465400.0
HSE-10925,2876,3,1.8,2,2000,24,Waterfront,Good,2.0,0,10.9,762200.0
HSE-10926,1109,3,2.2,2,1990,34,Suburbs,Excellent,2.0,0,13.4,410000.0
HSE-10927,1736,4,2.5,1,1998,26,Rural,Good,0.0,0,29.2,347900.0
HSE-10928,2345,4,3.0,2,1972,52,Suburbs,Good,2.0,0,17.2,494800.0
HSE-10929,3117,5,3.8,2,1974,50,Rural,Good,0.0,0,12.3,688100.0
HSE-10930,2057,3,2.2,1,2012,12,Suburbs,Good,2.0,0,3.2,538900.0
HSE-10931,1739,3,2.2,2,2019,5,Suburbs,Excellent,2.0,0,6.7,529100.0
HSE-10932,3322,3,2.2,1,2007,17,Suburbs,Good,2.0,1,3.5,733800.0
HSE-10933,1158,2,2.0,1,2014,10,Uptown,Good,1.0,1,23.3,397300.0
HSE-10934,670,3,2.2,1,2018,6,Waterfront,,3.0,0,15.8,430000.0
HSE-10935,2386,3,2.2,1,1978,46,Downtown,Fair,2.0,0,16.2,543500.0
HSE-10936,1773,4,3.0,2,2004,20,Rural,Good,2.0,1,12.6,490000.0
HSE-10937,1436,3,2.2,1,2019,5,Downtown,Fair,1.0,0,9.1,412400.0
HSE-10938,2560,3,2.8,2,1979,45,Uptown,Excellent,1.0,0,3.6,645000.0
HSE-10939,2258,3,2.2,1,1981,43,Waterfront,Excellent,3.0,0,6.0,741600.0
HSE-10940,1733,2,1.5,3,2017,7,Suburbs,Fair,2.0,1,3.5,445900.0
HSE-10941,1267,1,1.0,2,1982,42,Suburbs,Fair,2.0,0,14.9,260500.0
HSE-10942,2667,3,2.8,2,1996,28,Rural,Good,1.0,0,3.7,577000.0
HSE-10943,2522,2,1.0,1,2002,22,Rural,Good,1.0,1,14.1,511200.0
HSE-10944,2035,3,2.2,1,1987,37,Rural,Fair,3.0,0,13.8,440300.0
HSE-10945,3300,4,3.0,1,2010,14,Rural,Good,2.0,1,8.1,747600.0
HSE-10946,1404,4,3.0,2,1987,37,Suburbs,Good,1.0,0,3.5,381000.0
HSE-10947,1108,3,2.2,2,1999,25,Waterfront,Fair,1.0,0,5.8,433600.0
HSE-10948,1650,2,1.5,1,2003,21,Downtown,Excellent,2.0,0,5.9,513600.0
HSE-10949,2070,4,3.0,1,1979,45,Rural,Excellent,0.0,0,14.1,461800.0
HSE-10950,2258,4,3.5,2,2017,7,Downtown,Good,2.0,0,3.2,679700.0
HSE-10951,1943,2,1.5,1,1988,36,Downtown,Excellent,1.0,0,19.7,525900.0
HSE-10952,2328,4,3.0,2,1992,32,Downtown,Good,2.0,0,16.3,572500.0
HSE-10953,1286,3,2.2,2,1980,44,Suburbs,Good,1.0,1,4.1,414700.0
HSE-10954,3038,4,2.5,2,1980,44,Suburbs,Good,3.0,0,14.7,667200.0
HSE-10955,2046,5,3.8,1,2004,20,Rural,Good,1.0,0,13.0,475100.0
HSE-10956,2826,1,1.0,1,2003,21,Waterfront,Excellent,2.0,0,15.8,767400.0
HSE-10957,2322,4,3.0,2,1970,54,Suburbs,Good,0.0,0,4.1,487700.0
HSE-10958,2396,3,1.8,3,1966,58,Uptown,Excellent,2.0,0,3.7,588100.0
HSE-10959,2470,5,3.8,1,2018,6,Uptown,Good,3.0,0,4.7,767800.0
HSE-10960,2391,3,2.2,1,1977,47,Downtown,Good,2.0,0,6.6,620800.0
HSE-10961,2517,4,3.0,2,2008,16,Suburbs,Good,2.0,0,17.8,581200.0
HSE-10962,2963,2,1.5,3,2011,13,Waterfront,Fair,2.0,0,15.4,736000.0
HSE-10963,2227,3,1.8,2,2023,1,Uptown,Fair,2.0,0,28.0,521700.0
HSE-10964,2560,2,2.0,3,1973,51,Downtown,Good,3.0,0,2.6,650500.0
HSE-10965,2041,5,4.2,1,1998,26,Uptown,Good,3.0,0,2.1,655400.0
HSE-10966,3036,4,3.0,1,1981,43,Suburbs,Good,1.0,0,14.0,648100.0
HSE-10967,1660,4,2.5,2,1991,33,Downtown,Good,3.0,0,5.3,552600.0
HSE-10968,3270,5,3.8,2,1993,31,Suburbs,Good,1.0,0,6.1,744400.0
HSE-10969,2073,2,2.0,1,2001,23,Suburbs,Good,1.0,0,9.9,462400.0
HSE-10970,1169,3,2.2,1,2007,17,Uptown,Good,0.0,0,3.1,380600.0
HSE-10971,2183,2,1.0,2,1986,38,Rural,Good,1.0,1,12.3,481600.0
HSE-10972,1657,2,1.5,1,2015,9,Downtown,Excellent,2.0,0,5.9,558900.0
HSE-10973,2646,2,2.0,1,1988,36,Suburbs,Good,2.0,0,12.0,594400.0
HSE-10974,1675,3,2.2,2,1971,53,Uptown,Good,2.0,0,20.0,441700.0
HSE-10975,1809,3,2.2,2,1998,26,Waterfront,Excellent,2.0,1,3.9,685000.0
HSE-10976,871,2,1.5,2,2012,12,Uptown,Excellent,2.0,0,28.7,333500.0
HSE-10977,1806,2,1.5,1,1976,48,Waterfront,Excellent,2.0,0,9.6,613800.0
HSE-10978,650,2,1.0,2,1987,37,Downtown,Good,1.0,0,27.6,234300.0
HSE-10979,1070,5,3.8,2,1979,45,Uptown,Fair,2.0,0,4.3,388200.0
HSE-10980,2594,4,2.5,2,1997,27,Suburbs,Good,2.0,0,11.3,617700.0
HSE-10981,2610,5,3.8,2,2021,3,Suburbs,Good,2.0,0,7.2,673600.0
HSE-10982,2376,3,2.2,1,1977,47,Downtown,Excellent,2.0,0,16.9,630900.0
HSE-10983,1471,3,2.2,1,1987,37,Downtown,Good,2.0,0,11.3,479700.0
HSE-10984,2068,4,2.5,1,2002,22,Rural,Fair,1.0,0,8.8,433500.0
HSE-10985,2097,3,2.2,1,1996,28,Waterfront,Fair,1.0,0,26.4,555800.0
HSE-10986,1347,3,2.2,2,2009,15,Suburbs,Fair,2.0,0,6.7,368700.0
HSE-10987,3077,2,1.0,2,2014,10,Suburbs,Good,2.0,1,4.5,727700.0
HSE-10988,2670,2,1.0,2,1999,25,Suburbs,Good,2.0,0,11.4,569800.0
HSE-10989,1956,3,1.8,2,1965,59,Suburbs,Excellent,1.0,0,11.8,469200.0
HSE-10990,2117,3,2.8,1,2011,13,Uptown,Excellent,1.0,0,7.8,588200.0
HSE-10991,2235,3,2.2,1,2022,2,Rural,Good,2.0,1,8.7,567700.0
HSE-10992,772,2,1.5,1,2009,15,Rural,Good,2.0,0,34.1,189700.0
HSE-10993,1939,2,1.0,1,1969,55,Uptown,Good,2.0,0,15.2,442800.0
HSE-10994,1656,4,3.0,1,2021,3,Waterfront,Good,1.0,0,3.2,666000.0
HSE-10995,1448,2,2.0,2,1977,47,Downtown,,1.0,0,4.4,480100.0
HSE-10996,1917,3,2.8,3,2018,6,Suburbs,Good,2.0,0,39.1,427400.0
HSE-10997,3268,4,3.0,1,1969,55,Downtown,Good,1.0,0,15.0,746900.0
HSE-10998,2516,2,1.0,1,1996,28,Downtown,Good,2.0,0,26.7,566400.0
HSE-10999,1728,2,1.0,2,2015,9,Uptown,Fair,2.0,0,5.6,497100.0
HSE-11000,2472,3,1.8,1,1985,39,Suburbs,Fair,1.0,0,15.5,516600.0
HSE-11001,3009,3,2.2,2,1988,36,Suburbs,,2.0,0,14.5,651100.0
HSE-11002,2701,3,1.8,2,1982,42,Suburbs,Good,2.0,0,5.5,636700.0
HSE-11003,2138,4,3.0,3,1985,39,Rural,Good,1.0,0,10.0,454900.0
HSE-11004,1679,2,1.5,1,2018,6,Downtown,Good,1.0,1,11.9,536800.0
HSE-11005,2553,3,2.8,2,1974,50,Uptown,Excellent,1.0,0,8.6,660500.0
HSE-11006,2355,3,2.2,2,1988,36,Uptown,Good,2.0,0,19.6,565900.0
HSE-11007,2681,2,2.0,2,2004,20,Suburbs,Good,2.0,1,19.9,600600.0
HSE-11008,2512,3,2.2,1,2011,13,Downtown,Good,,0,21.0,655600.0
HSE-11009,2782,3,1.8,1,1985,39,Rural,Good,2.0,0,18.3,563200.0
HSE-11010,1752,3,2.2,2,1989,35,Downtown,Good,2.0,1,8.7,519300.0
HSE-11011,2956,2,1.5,2,2016,8,Rural,Excellent,2.0,0,6.8,687800.0
HSE-11012,2228,3,2.2,2,2021,3,Suburbs,Good,2.0,0,19.8,556000.0
HSE-11013,3448,3,2.2,2,2023,1,Suburbs,Good,1.0,1,8.7,772500.0
HSE-11014,1652,4,3.5,2,1987,37,Rural,Fair,2.0,1,4.8,419500.0
HSE-11015,3228,2,1.5,1,1986,38,Waterfront,Good,2.0,0,9.1,823100.0
HSE-11016,2228,3,2.2,2,1968,56,Rural,Good,2.0,0,3.5,490500.0
HSE-11017,1676,3,2.8,2,1998,26,Uptown,Excellent,2.0,0,13.8,543900.0
HSE-11018,1785,4,2.5,2,2020,4,Rural,Good,1.0,0,6.1,465600.0
HSE-11019,1891,3,2.2,2,1970,54,Waterfront,Fair,2.0,0,5.0,594000.0
HSE-11020,2375,3,2.2,1,1992,32,Waterfront,Good,1.0,0,33.4,634700.0
HSE-11021,2439,4,3.5,2,1995,29,Downtown,Good,2.0,1,17.0,673300.0
HSE-11022,1727,4,3.5,1,1999,25,Downtown,Good,2.0,1,17.5,557200.0
HSE-11023,2084,3,2.8,1,2003,21,Rural,Good,2.0,0,11.8,487800.0
HSE-11024,3492,3,1.8,2,2006,18,Downtown,Good,2.0,0,20.3,837100.0
HSE-11025,3222,4,3.5,1,1987,37,Downtown,Fair,2.0,0,16.2,743300.0
HSE-11026,2383,5,3.8,2,1970,54,Downtown,Good,1.0,0,11.1,645600.0
HSE-11027,2124,4,3.0,1,1980,44,Downtown,Good,3.0,0,34.5,569500.0
HSE-11028,2178,3,1.8,1,1966,58,Downtown,Good,2.0,0,4.1,561600.0
HSE-11029,2498,2,1.5,2,1988,36,Suburbs,Good,2.0,0,30.7,510800.0
HSE-11030,1435,3,2.8,2,1981,43,Rural,Good,1.0,1,7.1,381600.0
HSE-11031,1932,4,3.5,2,2009,15,Downtown,Good,2.0,0,9.5,628200.0
HSE-11032,1015,3,2.2,2,1965,59,Downtown,Good,1.0,0,3.3,352300.0
HSE-11033,2359,3,1.8,2,1970,54,Suburbs,Good,2.0,0,9.8,571700.0
HSE-11034,2520,4,3.0,1,1969,55,Suburbs,Excellent,1.0,0,11.4,590300.0
HSE-11035,1785,3,2.8,1,2021,3,Suburbs,Good,2.0,1,45.0,451500.0
HSE-11036,3123,4,3.0,1,2009,15,Uptown,Good,2.0,0,39.0,697600.0
HSE-11037,1303,3,2.2,2,2019,5,Suburbs,Fair,1.0,0,35.9,270000.0
HSE-11038,1148,3,1.8,2,2014,10,Rural,Fair,2.0,0,6.3,319500.0
HSE-11039,2245,3,2.2,1,1993,31,Suburbs,Fair,2.0,0,45.0,410800.0
HSE-11040,2780,4,3.0,2,1976,48,Suburbs,Good,1.0,1,8.1,663200.0
HSE-11041,3194,2,2.0,2,2003,21,Suburbs,Fair,2.0,0,21.1,606700.0
HSE-11042,1801,2,1.5,1,2011,13,Suburbs,Good,1.0,0,4.4,443500.0
HSE-11043,2801,5,3.8,1,1967,57,Uptown,Good,0.0,0,9.0,668300.0
HSE-11044,2074,2,1.5,2,2012,12,Waterfront,Good,1.0,0,35.8,567000.0
HSE-11045,1987,3,1.8,2,1965,59,Uptown,Good,2.0,0,31.4,459600.0
HSE-11046,2674,3,2.8,2,1991,33,Suburbs,Good,1.0,0,13.5,584000.0
HSE-11047,2524,3,2.2,1,2012,12,Suburbs,Good,2.0,0,18.0,567300.0
HSE-11048,1075,3,2.2,3,1988,36,Downtown,Good,2.0,1,3.9,456300.0
HSE-11049,3059,2,1.5,1,2008,16,Rural,Good,0.0,0,14.8,579400.0
HSE-11050,2997,3,2.2,1,1983,41,Suburbs,Good,2.0,0,11.6,644200.0
HSE-11051,1693,3,2.2,3,2023,1,Uptown,Good,1.0,1,3.0,596100.0
HSE-11052,2357,3,2.2,1,1972,52,Downtown,Good,2.0,0,3.2,627600.0
HSE-11053,2421,2,1.5,2,2019,5,Suburbs,Excellent,1.0,0,3.1,639600.0
HSE-11054,2269,3,2.2,1,2008,16,Downtown,Good,1.0,0,14.9,591500.0
HSE-11055,1742,2,1.0,2,2011,13,Suburbs,Fair,2.0,0,3.5,415600.0
HSE-11056,1663,3,2.2,2,1966,58,Uptown,Good,3.0,0,8.3,465900.0
HSE-11057,2083,2,1.0,1,1994,30,Suburbs,Good,1.0,0,6.4,472500.0
HSE-11058,2862,2,1.5,2,1994,30,Uptown,Good,2.0,0,10.0,651600.0
HSE-11059,2453,4,3.5,1,2013,11,Suburbs,Good,1.0,0,14.3,584700.0
HSE-11060,1859,3,2.8,2,2003,21,Rural,Good,2.0,0,13.5,397000.0
HSE-11061,2601,4,3.0,1,2009,15,Suburbs,Excellent,2.0,0,9.2,700100.0
HSE-11062,650,5,3.8,1,1996,28,Rural,Good,1.0,0,8.2,264900.0
HSE-11063,2846,3,1.8,1,1965,59,Waterfront,Good,1.0,0,7.1,756300.0
HSE-11064,969,2,1.5,1,2002,22,Rural,Fair,1.0,0,21.8,189500.0
HSE-11065,1864,3,2.8,2,1977,47,Downtown,Excellent,1.0,0,6.0,578100.0
HSE-11066,1372,4,3.0,1,1975,49,Uptown,Excellent,1.0,0,5.0,480500.0
HSE-11067,1258,3,2.2,1,1974,50,Suburbs,Fair,2.0,0,15.6,315400.0
HSE-11068,2854,2,2.0,1,2012,12,Suburbs,Good,3.0,1,6.5,665700.0
HSE-11069,1795,3,2.8,1,2023,1,Downtown,Good,0.0,0,20.8,537700.0
HSE-11070,2325,4,3.0,2,1990,34,Suburbs,Good,2.0,0,6.0,568900.0
HSE-11071,2069,4,3.0,3,2020,4,Rural,Good,2.0,0,14.1,524100.0
HSE-11072,2410,2,1.0,1,2019,5,Suburbs,Fair,3.0,0,2.5,518800.0
HSE-11073,2149,3,1.8,2,1984,40,Downtown,Excellent,2.0,0,6.9,594800.0
HSE-11074,1266,2,2.0,2,1981,43,Uptown,,2.0,1,6.2,411300.0
HSE-11075,2747,2,2.0,1,1981,43,Downtown,Good,2.0,1,19.0,663200.0
HSE-11076,1779,4,3.0,2,1968,56,Uptown,Good,1.0,0,36.1,439700.0
HSE-11077,1088,2,1.0,2,1969,55,Suburbs,Good,0.0,0,8.2,264200.0
HSE-11078,1821,3,2.8,2,1987,37,Downtown,Fair,1.0,0,19.4,509400.0
HSE-11079,3075,1,1.0,2,2010,14,Suburbs,Fair,0.0,0,14.0,582400.0
HSE-11080,2652,4,3.0,1,2016,8,Rural,Good,2.0,0,36.2,533600.0
HSE-11081,1873,4,3.0,2,1974,50,Uptown,Good,1.0,1,18.7,516000.0
HSE-11082,1872,3,1.8,2,2010,14,Rural,Fair,2.0,1,2.8,483800.0
HSE-11083,1890,4,3.0,2,1992,32,Suburbs,Fair,1.0,1,14.5,441000.0
HSE-11084,3449,2,1.5,2,1997,27,Suburbs,Fair,3.0,0,9.7,705500.0
HSE-11085,2348,3,1.8,1,2007,17,Suburbs,Good,2.0,0,2.2,547800.0
HSE-11086,2379,3,1.8,3,1990,34,Suburbs,Good,1.0,0,4.9,565300.0
HSE-11087,2769,2,1.0,2,2019,5,Suburbs,Fair,,0,27.5,512600.0
HSE-11088,2255,3,1.8,1,2014,10,Uptown,Good,2.0,0,28.0,563400.0
HSE-11089,1931,4,3.0,1,2012,12,Suburbs,Fair,0.0,0,18.0,446800.0
HSE-11090,1972,1,1.2,2,1993,31,Downtown,Excellent,1.0,0,42.1,427000.0
HSE-11091,2053,3,1.8,1,1991,33,Rural,Excellent,1.0,0,18.4,464700.0
HSE-11092,2075,2,1.0,1,1982,42,Uptown,Good,3.0,0,2.1,525600.0
HSE-11093,2572,2,1.5,2,2004,20,Downtown,Excellent,2.0,0,5.4,704100.0
HSE-11094,2133,4,3.5,1,1974,50,Suburbs,Excellent,2.0,0,2.3,560900.0
HSE-11095,2576,3,2.2,1,2022,2,Downtown,Excellent,2.0,0,3.0,739900.0
HSE-11096,2047,3,2.2,1,2006,18,Suburbs,Good,3.0,0,4.5,538300.0
HSE-11097,2151,4,3.0,1,1969,55,Uptown,Good,3.0,0,9.0,571800.0
HSE-11098,801,2,1.5,2,1974,50,Suburbs,Good,3.0,0,20.8,268100.0
HSE-11099,2695,3,1.8,2,2014,10,Waterfront,Good,1.0,0,21.8,711000.0
HSE-11100,2325,3,2.2,1,1985,39,Uptown,Good,1.0,0,11.6,559100.0
HSE-11101,2748,3,2.2,1,1988,36,Uptown,Fair,2.0,0,28.3,591500.0
HSE-11102,650,5,3.8,2,2002,22,Suburbs,Good,2.0,1,8.9,331400.0
HSE-11103,3457,4,3.0,1,1967,57,Suburbs,Good,0.0,1,24.0,756600.0
HSE-11104,2009,3,2.2,1,2004,20,Uptown,Good,0.0,0,8.1,504800.0
HSE-11105,2820,4,3.0,1,1995,29,Downtown,Good,2.0,0,5.2,747400.0
HSE-11106,1424,2,1.5,2,2005,19,Suburbs,Excellent,2.0,1,26.8,409900.0
HSE-11107,2498,1,1.0,2,2001,23,Suburbs,Good,1.0,0,6.9,553700.0
HSE-11108,1415,2,1.0,2,1966,58,Suburbs,Good,2.0,0,9.0,340700.0
HSE-11109,1694,3,2.2,2,1966,58,Uptown,Good,2.0,1,6.0,491600.0
HSE-11110,3344,3,2.8,2,2003,21,Suburbs,Good,2.0,0,12.9,684400.0
HSE-11111,1976,3,2.8,2,2013,11,Downtown,Fair,1.0,1,45.0,450800.0
HSE-11112,2241,4,3.0,2,2006,18,Downtown,Excellent,1.0,0,2.3,672900.0
HSE-11113,2665,3,1.8,1,2008,16,Downtown,Good,1.0,0,25.0,657100.0
HSE-11114,2422,3,1.8,2,1998,26,Waterfront,Fair,2.0,1,2.0,676700.0
HSE-11115,2197,2,2.0,2,2006,18,Waterfront,Good,2.0,0,6.5,703500.0
HSE-11116,2337,1,1.0,2,1984,40,Downtown,Fair,1.0,0,3.8,556400.0
HSE-11117,3662,3,2.2,1,1997,27,Suburbs,Good,3.0,0,16.2,737600.0
HSE-11118,2062,3,2.2,1,1968,56,Downtown,Fair,1.0,0,2.5,496800.0
HSE-11119,2230,4,3.0,2,2009,15,Uptown,Fair,1.0,0,10.1,553800.0
HSE-11120,2782,2,2.0,2,2008,16,Downtown,Fair,2.0,0,5.5,675200.0
HSE-11121,2818,1,1.0,2,1975,49,Uptown,Fair,2.0,0,3.4,597000.0
HSE-11122,2871,3,2.2,1,2006,18,Suburbs,Good,1.0,0,16.8,613800.0
HSE-11123,2515,2,2.0,2,2011,13,Uptown,Excellent,2.0,0,4.5,663700.0
HSE-11124,1357,1,1.0,2,1969,55,Suburbs,Good,2.0,0,4.5,332800.0
HSE-11125,3161,4,3.0,2,1989,35,Uptown,Excellent,2.0,1,5.2,851300.0
HSE-11126,1354,2,1.5,2,2013,11,Suburbs,Good,2.0,0,10.8,373200.0
HSE-11127,2296,3,2.8,2,2001,23,Uptown,Good,0.0,0,12.8,558100.0
HSE-11128,1609,3,1.8,2,1998,26,Suburbs,Fair,2.0,0,2.2,433700.0
HSE-11129,2058,2,1.5,2,1973,51,Downtown,Good,2.0,1,4.8,565700.0
HSE-11130,2313,3,1.8,3,1970,54,Uptown,Good,0.0,0,7.6,552600.0
HSE-11131,2308,4,3.0,1,1982,42,Suburbs,Good,1.0,0,6.0,550300.0
HSE-11132,2374,3,1.8,1,1978,46,Uptown,Good,3.0,0,23.6,585600.0
HSE-11133,3148,4,3.0,3,1983,41,Uptown,Good,1.0,0,17.5,741600.0
HSE-11134,2394,2,1.5,2,1978,46,Downtown,Good,2.0,0,11.8,608400.0
HSE-11135,1941,4,3.5,2,2004,20,Suburbs,Excellent,3.0,0,6.1,572500.0
HSE-11136,2726,2,1.5,2,1981,43,Downtown,Good,1.0,0,14.1,607700.0
HSE-11137,2873,3,1.8,1,1999,25,Downtown,Good,0.0,0,20.6,668500.0
HSE-11138,1302,3,2.2,2,1993,31,Downtown,Good,2.0,1,11.0,473200.0
HSE-11139,2488,4,3.0,2,2006,18,Uptown,Good,2.0,1,17.3,673100.0
HSE-11140,2555,3,2.8,1,1981,43,Downtown,Fair,2.0,0,15.8,591900.0
HSE-11141,1906,2,1.0,1,2023,1,Suburbs,Good,2.0,0,10.5,499300.0
HSE-11142,2994,1,1.0,2,2007,17,Suburbs,Good,2.0,0,5.7,655100.0
HSE-11143,2002,4,3.0,1,1972,52,Suburbs,Good,2.0,0,15.7,480600.0
HSE-11144,2181,3,1.8,2,1965,59,Suburbs,Fair,1.0,0,4.3,441700.0
HSE-11145,1987,4,3.0,1,2009,15,Uptown,Excellent,0.0,1,17.1,586400.0
HSE-11146,2110,2,1.5,2,2017,7,Uptown,Good,,0,18.3,539500.0
HSE-11147,1387,3,2.2,3,2000,24,Suburbs,Good,,0,19.3,381800.0
HSE-11148,1163,1,1.0,2,1971,53,Rural,Good,2.0,0,8.4,230400.0
HSE-11149,3136,5,3.8,1,2010,14,Downtown,Excellent,3.0,0,4.1,852300.0
HSE-11150,1549,3,2.2,2,1969,55,Rural,Fair,2.0,0,3.1,341200.0
HSE-11151,1455,5,4.2,1,1988,36,Uptown,Good,,0,15.6,511100.0
HSE-11152,700,3,2.2,1,1992,32,Uptown,Good,1.0,0,23.7,279400.0
HSE-11153,1684,3,2.2,3,2007,17,Suburbs,Good,2.0,0,12.5,439800.0
HSE-11154,1239,3,2.2,2,1981,43,Suburbs,Fair,2.0,0,3.6,313700.0
HSE-11155,3167,3,2.2,2,2001,23,Suburbs,Excellent,2.0,0,29.3,665000.0
HSE-11156,2756,4,3.0,1,1984,40,Uptown,Good,0.0,1,45.0,622100.0
HSE-11157,1652,5,4.2,1,1967,57,Suburbs,Good,,1,7.7,492000.0
HSE-11158,3564,4,3.0,1,2001,23,Uptown,Good,2.0,0,11.0,868800.0
HSE-11159,2738,4,3.5,2,1990,34,Suburbs,Fair,1.0,0,17.0,585500.0
HSE-11160,1888,3,1.8,2,1979,45,Waterfront,Good,2.0,1,15.3,570600.0
HSE-11161,650,3,2.2,2,2015,9,Suburbs,Excellent,2.0,0,36.4,271000.0
HSE-11162,3589,5,4.2,2,2012,12,Suburbs,Good,1.0,0,3.2,842600.0
HSE-11163,1196,1,1.0,1,1972,52,Suburbs,Excellent,2.0,0,10.7,315600.0
HSE-11164,1030,4,3.5,1,1977,47,Downtown,Excellent,1.0,0,13.8,452800.0
HSE-11165,2764,4,3.0,1,2012,12,Suburbs,Good,1.0,0,24.1,599200.0
HSE-11166,3685,3,2.8,1,1967,57,Uptown,Good,1.0,0,22.7,773700.0
HSE-11167,2999,5,3.8,1,1965,59,Suburbs,Good,2.0,1,40.2,639900.0
HSE-11168,2466,3,2.2,3,1973,51,Suburbs,Good,3.0,0,9.2,557700.0
HSE-11169,2486,3,1.8,1,1995,29,Waterfront,Fair,2.0,0,19.8,676100.0
HSE-11170,2654,2,1.5,2,2005,19,Suburbs,Good,3.0,1,7.6,658300.0
HSE-11171,2593,3,1.8,1,2018,6,Rural,Fair,1.0,0,7.5,502200.0
HSE-11172,2282,3,1.8,3,1990,34,Rural,Excellent,0.0,1,4.9,546200.0
HSE-11173,2167,3,1.8,2,1981,43,Suburbs,Excellent,2.0,1,19.1,585900.0
HSE-11174,2059,4,3.0,3,2020,4,Suburbs,Good,1.0,0,44.6,485000.0
HSE-11175,1609,5,3.8,1,1998,26,Suburbs,Good,2.0,1,5.0,507200.0
HSE-11176,1917,2,1.0,2,1973,51,Uptown,Good,2.0,0,2.6,526700.0
HSE-11177,999,3,1.8,2,2020,4,Downtown,Good,3.0,0,18.9,426500.0
HSE-11178,2036,4,3.0,1,2015,9,Uptown,Good,1.0,0,11.7,552200.0
HSE-11179,1457,2,1.0,1,1977,47,Uptown,Good,2.0,0,34.1,348500.0
HSE-11180,1382,2,1.0,1,1969,55,Suburbs,Good,2.0,1,4.9,386500.0
HSE-11181,2216,2,1.0,3,2005,19,Waterfront,Fair,1.0,0,2.7,588400.0
HSE-11182,3004,3,2.8,2,1977,47,Uptown,Fair,2.0,0,8.8,689800.0
HSE-11183,2696,2,2.0,2,1965,59,Downtown,Fair,1.0,0,2.9,659300.0
HSE-11184,1079,5,3.8,1,1989,35,Rural,Good,1.0,0,5.0,375200.0
HSE-11185,1456,3,2.2,1,2011,13,Uptown,Excellent,1.0,0,3.3,508100.0
HSE-11186,2711,3,2.2,2,1968,56,Suburbs,Good,0.0,0,4.5,562700.0
